total_expense;age;sex;pdv;client;campaing;purchase_date
914;2;0;3;17160;2;2020-05-25
808;14;0;5;46806;9;2020-11-10
544;4;1;5;49889;8;2020-05-02
994;45;0;3;25542;8;2020-10-28
860;13;0;5;98948;4;2021-04-05
112;2;0;4;63084;6;2022-11-17
350;21;1;4;93789;8;2020-11-03
977;49;0;4;24748;10;2021-04-02
173;50;0;3;87140;8;2019-07-11
849;18;1;4;2941;6;2018-06-13
996;36;0;5;17820;4;2019-07-12
335;28;0;0;78495;9;2018-07-26
1000;42;1;2;88;8;2019-11-27
890;9;1;5;84802;10;2021-11-02
835;37;1;5;15568;4;2019-10-27
249;7;1;2;7157;7;2022-06-10
202;21;1;1;33987;1;2019-05-07
577;20;1;1;78803;3;2020-05-30
519;48;1;4;86096;2;2019-10-24
478;19;0;4;3085;10;2022-11-05
496;32;0;2;47144;8;2018-08-23
984;26;1;2;73161;6;2022-05-27
507;11;0;1;41393;1;2018-08-03
698;31;0;2;620;8;2021-02-11
576;11;1;3;15934;2;2020-02-05
534;42;1;4;41761;4;2021-10-06
958;39;1;1;66657;1;2021-07-18
829;27;0;4;5329;9;2018-06-26
657;31;0;1;40012;1;2018-08-27
820;14;0;3;30188;1;2022-09-02
805;6;0;2;19761;4;2022-03-03
567;48;0;5;30881;8;2019-09-17
627;29;0;2;50519;9;2019-07-01
722;35;0;1;12604;6;2022-11-12
175;33;1;4;3494;8;2021-12-16
317;21;0;3;92247;2;2018-06-16
197;31;0;2;57288;10;2021-07-29
211;17;0;0;84920;3;2020-03-11
905;39;1;2;90440;7;2022-11-10
736;44;1;2;31634;4;2019-10-31
866;6;1;2;25487;9;2018-07-16
157;43;1;1;7782;10;2018-05-15
600;39;0;1;14628;4;2022-06-15
664;38;1;5;81424;1;2019-08-13
241;37;1;2;17989;1;2018-05-17
771;8;1;1;56293;2;2021-11-17
212;3;1;4;44720;8;2021-11-07
499;44;0;2;8224;9;2019-08-03
174;15;0;3;91426;3;2021-03-03
61;47;0;3;82323;1;2019-07-08
212;32;0;2;19282;9;2020-09-22
210;35;1;0;27583;6;2020-05-22
462;25;1;5;56563;2;2021-11-25
467;14;1;0;58228;9;2019-01-03
185;31;1;3;52452;2;2021-04-30
654;26;1;5;96522;2;2018-03-16
65;42;0;4;27228;10;2023-01-13
571;40;0;0;38305;8;2021-07-05
658;21;0;0;69691;7;2021-09-06
452;0;0;0;81842;8;2022-06-08
544;33;1;2;46529;3;2021-03-06
683;46;1;4;16855;8;2018-03-14
663;22;0;5;65958;1;2019-03-16
619;1;1;2;52859;3;2020-08-13
523;1;0;0;22250;8;2022-10-07
620;31;0;1;43031;10;2021-10-18
987;4;0;3;20945;5;2021-07-17
986;50;0;1;46644;2;2018-10-02
189;29;1;2;165;9;2021-06-22
983;25;1;2;29333;8;2019-07-04
675;37;0;3;11368;9;2019-03-08
586;38;1;3;13581;8;2019-09-08
339;35;0;2;34319;10;2020-11-23
423;16;0;5;13942;10;2019-03-21
888;13;1;2;4656;6;2019-11-25
758;23;1;5;54241;1;2020-01-25
426;15;1;4;64188;2;2020-06-15
638;36;0;1;73596;6;2019-11-16
921;47;1;0;67832;1;2018-05-22
56;32;0;0;15632;9;2021-06-16
626;46;1;4;70574;8;2021-05-11
830;4;0;3;19966;8;2021-05-27
211;3;0;2;70442;5;2020-06-24
956;23;1;2;34254;1;2021-01-19
936;26;1;0;80737;6;2022-04-14
269;41;1;0;66245;4;2019-03-13
675;28;0;5;66201;4;2020-05-17
980;13;1;3;78124;6;2020-09-28
812;29;1;4;91778;5;2021-01-07
805;35;1;5;11041;10;2019-04-14
571;28;1;1;90417;10;2020-07-29
790;0;0;3;53770;5;2021-12-29
667;37;1;4;89762;2;2019-11-01
200;3;1;5;48587;3;2018-12-16
578;26;0;2;20881;3;2021-08-03
553;34;0;4;68721;10;2022-11-11
893;43;1;5;96610;6;2022-10-16
810;5;1;1;7965;3;2022-07-22
74;32;1;1;4814;7;2022-03-18
881;44;0;2;99165;8;2020-09-23
490;24;0;5;94261;4;2018-10-21
894;33;1;5;69438;4;2018-10-21
175;7;0;0;4739;2;2021-03-17
272;12;0;5;60327;5;2018-06-08
75;50;1;3;93742;5;2022-10-26
790;7;0;5;81004;9;2021-10-08
723;47;0;4;72529;2;2019-03-26
745;34;0;2;32184;9;2022-04-22
410;0;1;4;6168;7;2022-07-18
997;47;0;5;89804;7;2020-04-27
858;44;0;2;18225;5;2019-03-08
431;40;0;2;87531;5;2022-07-25
848;9;1;5;98464;6;2022-12-26
977;47;1;4;48156;8;2019-12-21
761;5;1;4;76957;7;2020-04-29
696;13;0;5;86800;2;2019-05-29
197;13;0;5;72531;7;2018-03-31
259;41;0;2;77103;7;2020-11-24
977;14;1;3;64458;8;2022-09-10
742;22;1;2;49066;3;2018-06-02
270;19;0;1;32354;10;2019-11-19
442;1;0;3;62080;2;2019-04-13
877;18;1;0;98960;7;2020-08-21
116;31;1;1;1333;1;2022-07-05
556;22;0;4;85192;9;2018-06-22
973;14;1;5;48901;6;2019-05-05
400;15;1;0;73675;10;2018-05-14
404;10;1;0;76695;8;2022-06-08
870;22;1;4;25953;7;2021-03-31
277;3;0;2;74085;7;2022-10-21
141;5;1;2;61181;10;2019-09-14
954;24;0;5;12634;5;2019-07-30
800;39;0;3;65314;5;2019-01-14
271;32;0;3;90507;10;2020-05-21
107;10;0;3;40160;6;2019-12-27
288;40;1;3;37018;2;2022-12-30
776;6;0;2;38463;1;2019-07-27
654;3;1;0;4356;2;2018-02-22
65;46;1;1;37724;3;2019-09-05
608;29;1;4;32753;5;2021-03-18
786;3;0;2;73153;5;2018-08-15
332;10;0;4;55858;5;2021-04-11
289;34;0;5;22260;8;2020-01-03
443;36;1;0;45089;7;2022-03-02
336;49;1;5;79222;3;2018-10-12
822;12;1;4;69692;4;2021-12-04
176;15;0;0;66803;4;2020-11-15
69;14;1;1;2186;8;2022-02-01
209;22;1;3;27241;5;2021-12-31
597;22;1;0;22637;10;2018-04-20
160;44;1;1;26864;7;2022-01-01
92;7;0;5;43600;4;2022-04-09
353;2;1;1;33476;9;2021-03-28
938;13;1;2;157;2;2020-07-05
827;3;0;3;36079;10;2018-04-06
376;30;0;4;68486;9;2022-01-24
389;13;1;1;39052;3;2019-05-14
676;8;1;1;9447;6;2020-05-14
583;41;0;3;1665;9;2019-02-13
609;45;0;1;21625;9;2022-01-04
607;20;0;2;90700;8;2021-03-13
701;34;0;2;1208;8;2020-08-31
219;48;0;4;22119;8;2022-05-09
683;40;1;3;45596;3;2020-02-21
890;14;1;1;46672;5;2018-08-17
461;43;0;5;75792;9;2018-02-23
365;28;0;2;82592;8;2018-04-30
811;42;0;4;84474;2;2019-06-04
987;24;0;2;33064;3;2021-02-13
387;36;1;5;49914;6;2022-02-08
413;7;1;1;93226;2;2021-10-08
791;18;0;0;42628;4;2020-06-04
740;12;0;1;29287;3;2018-08-14
861;14;0;5;2173;10;2020-11-24
554;13;1;4;92208;6;2019-12-08
910;43;0;3;10575;5;2021-03-05
947;15;1;3;11258;6;2018-02-28
755;1;1;4;84768;7;2021-11-07
961;29;1;3;60413;9;2018-12-24
128;3;0;2;31261;5;2018-03-10
103;42;0;5;14451;6;2022-09-10
875;33;0;5;64584;5;2019-08-18
609;21;0;3;52613;7;2022-01-12
663;23;0;4;45053;8;2018-10-01
935;3;0;3;71577;3;2018-12-05
219;31;0;0;71591;1;2020-09-12
309;14;0;0;85315;10;2021-12-11
778;37;1;1;23381;9;2022-07-04
926;19;0;2;36088;4;2022-06-15
305;6;0;1;49145;5;2020-12-19
199;21;0;2;25522;2;2020-03-22
795;48;0;1;3617;1;2019-08-17
844;47;1;2;2707;6;2022-01-08
847;18;0;5;57525;4;2021-08-20
897;2;0;5;82435;4;2020-07-23
63;13;1;1;83052;9;2021-06-16
408;10;0;5;55311;7;2022-07-08
625;20;0;2;93481;5;2019-10-26
415;40;0;0;69984;6;2022-04-21
478;14;1;5;1734;8;2022-09-22
852;49;1;0;80196;1;2018-04-18
128;8;1;5;33791;10;2018-03-04
722;32;1;5;53500;10;2020-03-31
834;43;1;3;3828;1;2018-12-26
878;27;1;3;93104;8;2021-07-03
771;34;0;0;2399;9;2019-01-11
272;5;1;1;38568;4;2022-06-16
402;16;1;3;4719;8;2021-06-13
207;36;1;1;33271;1;2020-10-26
51;36;0;5;2946;10;2020-04-23
59;44;1;2;61677;8;2021-12-01
199;18;1;5;37068;10;2020-03-21
112;35;1;0;34272;4;2020-03-15
328;22;1;4;52959;7;2022-11-22
407;10;0;3;49270;5;2019-03-14
634;39;1;0;53481;8;2022-05-01
129;14;0;2;77451;2;2022-10-25
292;37;1;5;30980;9;2022-11-29
784;35;1;5;49779;1;2021-02-22
897;29;0;4;35151;5;2019-02-24
456;11;0;4;12962;8;2022-06-23
215;46;0;0;3911;4;2020-06-08
366;48;0;5;83461;9;2018-07-20
200;14;1;5;78512;4;2021-12-31
220;29;1;0;4452;7;2021-07-20
82;0;1;3;50046;4;2018-09-19
590;6;0;1;67268;2;2019-02-19
798;7;1;0;67271;8;2020-01-22
271;28;0;0;35596;7;2022-09-29
241;50;1;2;92484;2;2019-08-31
121;20;1;2;19866;7;2018-02-07
173;15;0;3;79011;2;2019-11-07
999;47;0;3;31770;6;2019-03-08
181;45;0;5;57936;4;2020-11-03
761;17;0;3;70467;7;2020-04-05
891;12;1;5;67356;4;2020-04-11
60;36;1;2;97296;7;2022-03-05
873;2;0;2;85102;5;2018-06-21
157;30;1;2;38819;10;2019-10-25
962;15;1;2;85912;7;2022-08-19
73;40;1;5;89447;8;2021-09-06
194;17;1;0;3729;8;2018-09-01
721;9;0;2;1368;9;2021-07-07
605;13;0;5;83100;6;2019-03-26
318;43;1;1;86535;10;2018-02-01
436;14;1;3;19135;1;2022-01-25
207;6;1;5;50942;7;2020-12-31
567;7;0;2;81286;5;2021-10-05
219;31;1;3;69719;10;2019-11-07
260;30;1;0;42761;6;2022-03-25
192;10;1;3;46996;3;2020-05-01
601;44;1;1;81377;5;2019-03-03
108;0;0;3;3431;3;2018-12-20
778;41;0;1;98354;1;2018-08-13
135;39;1;1;61174;4;2019-05-31
481;17;1;2;42805;7;2018-12-11
137;31;1;2;20660;7;2019-10-01
997;10;0;3;57389;10;2020-08-22
300;2;1;0;38343;10;2020-09-10
318;15;0;3;26520;3;2019-10-01
549;19;1;2;92444;3;2021-02-23
408;9;1;4;38410;4;2018-02-10
962;11;0;2;61782;10;2020-05-16
690;20;0;3;93548;9;2019-03-01
709;39;1;1;93952;5;2019-09-10
457;5;1;0;19349;2;2020-06-02
772;42;1;5;95191;7;2022-07-29
293;36;1;2;25710;1;2018-03-27
63;49;1;3;8837;1;2021-12-23
261;34;1;3;41375;10;2019-05-01
306;28;1;2;72502;4;2021-12-06
531;11;1;2;6889;2;2019-02-08
301;26;0;4;52377;4;2018-06-30
910;12;1;0;28849;4;2021-12-18
892;21;0;3;33854;3;2022-07-04
966;37;1;5;46547;7;2020-05-04
53;19;0;1;11319;8;2020-04-23
466;41;0;3;68902;4;2019-10-01
68;5;1;4;70591;4;2021-01-24
368;5;1;0;14774;4;2018-03-25
323;23;1;0;13198;2;2021-04-29
680;42;1;5;99949;6;2019-12-07
415;3;0;4;93647;9;2021-12-07
181;22;1;0;95818;3;2018-09-15
235;23;0;0;29229;7;2019-01-23
476;1;0;0;73908;10;2019-10-15
625;4;0;3;52785;4;2022-05-08
226;45;1;5;85357;2;2020-09-23
813;13;0;3;9289;8;2021-08-11
406;29;1;2;21742;1;2018-07-29
666;4;1;3;97776;6;2022-04-17
713;32;1;4;69190;2;2018-08-18
608;8;0;0;99225;1;2018-04-14
771;16;1;5;66585;3;2022-04-14
501;17;0;0;57188;3;2018-03-31
250;47;0;0;44351;4;2020-11-15
80;21;0;0;26215;7;2018-07-28
697;21;1;2;74114;6;2022-02-23
465;14;1;1;96889;3;2019-08-10
769;4;1;1;97060;7;2022-09-23
57;47;0;5;83744;9;2018-02-03
630;24;1;0;83316;7;2019-01-16
827;40;0;4;83236;5;2018-04-21
117;39;1;4;87157;7;2018-05-20
641;32;0;1;89042;8;2019-01-30
617;40;0;3;51299;8;2019-08-08
270;49;0;0;4363;9;2020-10-13
914;43;0;1;10970;3;2021-03-10
107;15;1;0;27158;6;2022-09-25
149;7;0;1;81818;4;2022-05-05
976;47;0;0;89993;5;2022-09-15
894;38;0;2;62468;3;2019-02-23
968;5;0;0;29664;9;2019-11-11
949;18;0;1;73822;9;2022-07-13
601;41;0;5;35777;9;2019-07-08
58;45;0;5;68656;7;2022-05-29
829;15;0;5;73502;1;2020-11-09
634;46;0;3;15762;8;2021-10-09
877;42;0;4;91477;4;2020-01-23
731;41;1;0;4158;4;2020-12-04
898;41;1;3;1049;1;2020-03-28
563;27;1;4;36422;7;2021-10-14
563;27;0;0;33618;1;2020-06-12
714;46;0;3;25302;2;2022-08-19
736;23;0;5;89560;1;2020-04-01
743;40;1;1;76415;2;2019-03-18
733;0;0;3;98407;3;2022-07-28
690;32;0;4;79642;4;2019-02-24
947;11;1;4;90145;2;2020-08-17
505;26;1;1;87633;7;2022-07-23
365;31;1;3;52921;4;2019-09-10
868;6;1;1;26614;9;2019-07-21
459;6;0;2;84902;6;2022-10-25
103;9;1;1;67631;5;2020-01-08
286;27;1;0;92481;2;2021-07-12
994;0;0;5;77005;2;2018-04-21
332;14;1;0;60451;9;2018-09-03
182;34;0;0;61398;4;2021-03-10
910;25;0;5;78402;10;2020-03-02
934;20;0;2;80949;8;2022-07-16
917;18;1;1;86730;4;2020-06-02
57;14;1;4;15073;6;2021-03-20
436;38;0;3;41935;4;2019-06-17
420;32;0;4;97064;9;2020-09-06
733;33;0;5;99221;7;2023-01-05
772;13;0;5;47323;10;2019-12-07
820;24;0;3;36243;1;2020-11-07
786;2;1;0;67509;4;2018-10-17
692;25;1;2;36522;9;2020-09-27
498;43;0;1;85654;3;2018-10-30
195;28;0;0;75568;10;2021-04-17
620;23;1;1;79073;3;2020-02-17
540;2;1;2;45157;10;2019-10-22
192;48;0;3;24747;5;2020-12-09
79;0;0;3;879;2;2018-06-06
175;18;1;2;84943;4;2020-07-09
619;40;0;0;29814;3;2022-08-11
533;27;1;2;93511;4;2019-11-18
342;28;0;1;95497;9;2018-08-23
863;31;0;4;47307;7;2019-05-04
851;15;0;4;17934;5;2018-05-27
855;24;1;3;60840;3;2019-04-19
678;35;0;4;54278;4;2020-12-19
367;5;0;5;5261;4;2018-08-14
170;0;0;5;62803;2;2018-06-23
271;44;0;0;27506;6;2020-03-10
482;2;1;0;78408;4;2022-09-02
944;16;1;3;98861;9;2019-03-02
630;15;0;2;14595;8;2022-10-22
695;21;1;1;79338;2;2020-02-18
286;34;1;0;3845;8;2018-06-13
327;11;1;4;55289;8;2019-11-14
985;50;1;1;42981;1;2018-10-07
576;26;0;5;41027;10;2019-04-06
124;7;0;4;92975;2;2019-10-06
890;2;0;2;49884;10;2022-01-30
600;16;1;3;24886;1;2020-03-06
100;4;0;2;64991;1;2020-05-18
979;11;1;4;78827;6;2020-12-02
259;39;1;3;57907;10;2022-12-10
489;32;0;4;6787;3;2018-10-01
573;39;1;0;10126;2;2020-11-12
430;33;1;3;1829;2;2021-11-02
437;1;1;5;574;3;2022-02-13
664;21;1;5;14105;6;2021-02-14
552;44;1;1;47428;6;2019-07-04
434;14;0;3;60928;3;2021-06-17
329;38;1;1;965;5;2020-03-11
501;30;0;2;50006;3;2018-06-30
546;31;0;4;68915;6;2021-10-17
902;38;1;2;16149;7;2018-12-04
954;10;0;1;16539;2;2022-07-17
413;13;1;4;87912;4;2020-06-28
381;2;1;4;84528;2;2022-11-12
265;44;1;1;23355;6;2020-11-23
781;3;0;5;91197;8;2021-03-31
892;15;0;0;29069;3;2019-11-16
283;37;0;5;37146;5;2018-10-18
389;37;1;5;42818;5;2020-07-06
445;13;0;2;48282;9;2020-11-15
288;7;1;2;83004;7;2020-07-29
353;39;0;0;72546;8;2018-02-02
389;16;0;5;85399;5;2020-01-22
927;28;1;4;49260;2;2023-01-11
227;39;1;3;71588;6;2020-03-15
541;7;0;4;98773;9;2018-07-21
155;34;0;3;41944;9;2018-05-21
312;3;0;5;93534;8;2019-02-01
647;12;1;0;74108;7;2022-02-26
58;25;0;2;57849;4;2018-12-15
431;12;0;0;71079;4;2022-12-31
945;15;1;5;98311;8;2020-09-01
120;14;0;0;3444;1;2018-12-14
539;32;1;5;76114;9;2020-10-27
418;7;1;5;76078;3;2020-06-30
55;41;1;1;84719;10;2018-08-28
265;42;0;4;3117;10;2021-06-12
690;47;0;4;62350;2;2020-06-20
254;37;0;4;13065;7;2021-03-16
527;29;0;0;67038;6;2023-01-09
927;10;1;3;98986;8;2019-08-26
832;50;1;5;51634;8;2018-05-19
217;27;0;0;54638;6;2021-06-12
262;17;0;1;31745;4;2018-08-15
313;16;0;4;26044;8;2022-02-21
71;38;1;2;66229;1;2020-01-28
358;43;1;2;29097;10;2022-08-18
767;36;0;4;81138;9;2021-03-30
693;10;0;5;53085;5;2021-07-05
234;25;1;3;16630;5;2022-04-10
749;21;0;3;5697;1;2022-06-02
536;5;1;4;59859;1;2021-02-06
653;46;0;2;52373;6;2021-12-01
737;46;0;0;24951;1;2021-08-22
221;23;1;2;88335;10;2021-09-19
515;32;0;2;57540;8;2019-10-14
144;9;1;5;10391;5;2022-06-04
662;18;0;1;87997;9;2021-01-29
822;28;0;0;91431;7;2020-08-15
284;17;1;0;75009;7;2018-07-05
854;22;0;1;79794;8;2018-04-09
831;3;1;2;18073;1;2021-07-24
250;10;0;3;58024;1;2019-06-29
704;49;0;1;64860;10;2022-06-29
975;41;0;5;16178;4;2020-10-13
231;5;1;0;58911;10;2023-01-19
98;44;0;5;91619;8;2022-03-27
119;3;0;2;55091;4;2019-12-02
634;11;1;5;69511;1;2020-03-12
767;32;1;1;38610;9;2021-09-12
389;3;0;4;70548;10;2019-12-13
364;9;1;3;99443;10;2021-10-19
680;25;1;4;3966;4;2018-03-30
158;7;0;2;81733;8;2022-12-31
204;26;1;4;99063;7;2020-05-31
300;34;1;1;32428;7;2018-11-05
604;34;0;5;88358;7;2020-01-27
848;10;1;0;22571;7;2021-02-23
940;43;0;5;15443;10;2022-04-09
553;36;0;4;91354;10;2020-07-18
474;40;0;4;29564;8;2018-08-24
117;31;0;5;91584;6;2019-11-12
951;34;0;2;35761;7;2022-12-14
753;27;1;3;22194;2;2022-03-01
656;34;0;1;98321;1;2018-12-15
820;15;0;3;50161;3;2021-08-30
983;28;0;4;19827;8;2019-01-25
560;30;1;0;63329;9;2018-06-03
407;17;1;2;4875;4;2022-10-05
1000;2;0;3;16628;2;2019-08-11
505;26;1;5;3754;8;2019-01-09
881;9;0;3;69251;5;2018-11-24
531;36;1;0;94768;6;2022-10-08
456;28;0;4;50356;1;2021-09-23
544;47;0;0;65838;3;2022-10-21
891;0;0;3;86510;5;2022-12-28
634;15;0;2;43507;9;2021-07-28
894;41;1;5;73929;6;2018-02-01
685;24;1;0;88983;5;2021-07-08
567;43;1;3;84698;3;2019-01-26
226;36;1;5;36170;8;2020-03-13
609;38;0;1;28208;1;2020-04-06
327;34;0;1;67810;5;2022-04-25
430;41;0;2;67500;10;2020-05-26
152;3;0;4;80064;5;2019-06-12
978;19;1;4;30331;4;2022-12-29
575;7;1;5;76165;9;2023-01-11
727;37;0;2;46544;4;2020-06-24
913;43;0;0;29308;7;2018-11-16
136;9;0;2;37649;6;2022-07-02
139;44;0;0;74310;9;2020-05-01
598;10;1;3;61712;9;2021-12-22
51;49;1;5;27322;5;2018-06-22
125;25;1;3;15923;9;2019-01-10
724;39;1;4;87572;8;2022-03-20
55;19;1;0;59256;7;2022-09-26
236;40;1;4;26489;10;2021-04-04
314;34;0;0;38071;9;2020-07-10
67;38;0;3;42829;5;2021-05-30
902;27;1;5;8681;9;2019-03-09
619;26;1;2;22437;9;2021-03-30
264;34;0;4;24127;9;2021-01-30
325;8;1;4;52874;10;2020-02-15
708;27;0;1;99394;4;2018-12-14
478;50;1;3;52922;5;2020-05-24
838;21;1;2;81712;2;2019-10-07
811;17;0;0;2491;7;2019-11-26
635;39;1;2;71446;2;2023-01-28
62;38;1;0;52948;3;2018-05-08
741;4;1;4;8587;5;2021-08-22
225;2;1;2;11774;6;2022-07-08
692;20;0;3;89610;3;2022-01-25
258;16;1;3;62391;8;2023-01-13
322;14;0;2;73602;10;2020-08-19
151;13;1;2;56111;8;2020-09-26
537;24;1;1;87031;8;2021-01-28
431;5;0;2;88397;6;2021-12-29
423;22;1;2;49403;6;2022-01-21
521;32;1;1;96936;7;2021-06-25
153;48;0;4;22369;2;2021-05-04
749;42;1;2;86484;6;2018-06-01
751;27;0;5;41946;4;2018-12-28
191;23;1;3;89671;6;2021-11-17
512;24;0;3;14926;5;2020-11-07
346;7;0;0;30946;1;2022-11-24
220;48;0;1;3676;1;2023-01-12
881;29;1;5;21872;10;2019-04-03
992;50;0;5;76692;10;2019-06-17
213;43;0;4;1393;4;2019-08-04
841;24;0;2;53131;7;2019-06-02
240;14;0;0;60501;5;2022-06-26
410;0;1;1;46336;2;2020-12-20
88;43;0;1;40070;5;2019-04-28
368;44;0;0;20085;9;2019-05-27
748;4;1;4;43972;7;2021-01-03
321;34;1;4;83977;6;2022-12-16
776;46;1;1;88928;2;2022-02-06
209;34;1;0;84662;9;2020-01-15
240;47;0;0;82456;9;2018-07-27
213;37;0;0;40301;10;2022-04-30
942;43;0;2;71147;9;2021-03-01
896;5;0;1;73497;7;2020-05-03
828;31;1;4;85613;8;2021-05-14
547;30;1;0;19329;3;2021-04-06
483;47;1;1;67648;3;2019-07-19
617;2;0;5;31938;1;2022-06-03
492;43;1;5;58183;8;2022-07-24
483;21;1;0;59424;5;2021-12-25
147;37;0;2;12371;10;2018-03-05
980;8;1;5;92340;8;2020-05-25
856;26;1;3;38625;5;2022-06-09
607;12;1;5;65923;4;2022-09-29
866;37;1;3;41601;4;2019-11-09
380;23;0;2;8858;2;2020-04-21
683;43;0;0;26142;4;2022-10-10
922;21;1;4;21424;3;2019-06-23
854;15;0;5;49973;2;2022-12-26
58;22;0;5;20826;7;2022-06-27
289;20;0;0;93381;7;2018-06-14
403;33;1;4;4035;8;2019-03-25
84;48;1;0;59429;10;2018-06-15
434;33;0;3;83012;1;2020-01-17
454;43;1;3;28854;2;2019-12-15
257;19;1;1;6414;10;2018-10-05
838;48;0;2;10365;4;2020-05-10
999;4;1;5;87982;6;2018-09-18
782;48;0;3;1259;4;2021-03-23
115;38;1;3;82891;6;2021-10-11
354;49;0;0;66680;7;2019-03-28
335;25;1;1;33022;7;2021-09-16
572;15;1;5;88197;7;2022-04-04
196;15;1;1;381;3;2021-10-28
692;41;0;3;55065;4;2022-01-02
357;45;1;2;86113;9;2019-03-02
697;50;0;0;95222;3;2022-04-01
739;25;0;5;91;1;2020-07-24
950;46;1;4;33836;1;2018-12-30
468;23;1;5;25343;6;2021-02-04
495;22;0;0;62651;7;2022-05-15
656;22;1;5;81061;2;2018-05-27
874;20;0;4;55569;2;2019-10-25
828;46;0;5;10227;9;2020-06-07
785;6;0;1;57807;10;2020-04-19
387;32;1;4;11080;8;2018-12-22
961;23;0;5;72031;2;2020-07-29
569;40;1;0;11031;10;2021-08-18
677;35;1;5;33506;6;2022-03-12
957;38;1;0;1504;1;2019-03-30
944;8;0;4;89420;2;2018-12-01
171;29;1;2;47958;7;2019-02-22
676;6;1;5;97701;10;2019-07-10
456;40;1;5;95563;8;2021-03-19
154;49;1;2;58317;2;2022-12-05
847;8;1;2;95037;7;2018-12-06
388;30;0;5;38468;8;2022-11-27
800;14;0;0;75354;1;2019-01-17
863;18;1;2;71264;6;2019-07-14
878;40;0;2;87175;10;2019-08-18
271;28;0;3;7874;10;2021-02-09
475;4;0;2;81384;7;2022-07-11
977;50;0;2;31182;7;2018-04-24
156;17;1;2;96026;1;2021-08-13
947;29;1;0;61908;1;2022-12-21
89;4;1;1;33654;7;2022-10-31
763;20;1;4;12739;5;2018-12-27
848;3;0;1;32652;8;2018-05-13
202;47;1;3;66457;10;2022-04-13
642;44;0;2;6370;9;2019-11-25
708;49;1;0;2832;9;2020-09-22
338;39;1;1;13649;2;2018-10-31
361;11;0;3;2532;10;2018-04-30
279;5;0;0;85988;6;2021-02-11
790;45;0;1;89670;1;2018-10-05
204;32;1;5;88068;9;2019-06-22
956;49;1;1;34276;7;2021-04-20
770;46;0;2;7558;3;2022-10-21
191;48;0;3;67236;9;2019-10-08
538;24;1;0;84592;3;2022-04-27
352;40;1;1;79613;7;2021-05-07
226;27;0;4;6984;3;2019-10-06
788;7;0;2;6619;8;2021-10-14
262;29;1;1;95892;7;2021-11-28
993;30;0;3;51790;10;2021-03-13
261;37;1;5;89835;5;2020-02-21
303;14;0;2;41828;6;2021-08-16
360;27;1;1;94497;4;2019-09-16
331;22;0;5;44447;7;2019-01-14
640;44;0;5;55055;7;2018-08-05
935;11;0;1;51675;10;2021-12-31
960;20;1;4;50733;4;2019-08-04
222;37;1;4;24925;10;2021-08-24
847;21;0;2;44667;7;2018-09-28
51;36;1;1;30000;1;2018-12-23
492;0;0;4;42803;4;2019-07-08
55;32;0;4;14233;8;2021-05-27
798;4;0;3;79240;2;2019-10-02
964;16;0;3;30893;6;2019-07-24
619;29;0;5;78091;5;2019-07-14
865;5;0;5;79145;7;2019-01-09
202;0;0;3;64551;3;2018-08-03
793;11;1;5;30858;8;2022-06-11
874;33;0;1;92662;10;2018-09-06
554;34;1;1;8920;1;2021-09-28
83;49;0;5;72341;8;2021-03-01
534;17;1;4;29431;5;2022-04-20
802;25;0;3;43069;9;2019-01-28
197;44;0;1;17618;1;2022-09-24
221;32;1;1;77022;9;2020-02-26
605;16;0;2;15879;5;2018-07-04
128;43;0;0;17758;5;2021-06-20
565;30;1;5;29053;7;2018-08-30
268;28;0;1;97306;1;2019-03-12
532;11;1;1;99901;6;2022-01-02
291;33;0;3;26717;3;2023-01-04
691;6;1;1;45146;2;2020-07-21
102;16;0;5;10642;3;2020-08-09
350;8;1;3;60002;10;2019-05-01
335;8;1;5;40653;10;2022-01-21
181;13;0;2;22381;6;2020-03-15
582;29;1;4;12219;6;2018-02-04
549;43;0;5;20588;1;2022-12-30
356;32;1;5;55773;9;2022-07-16
470;30;1;0;45385;5;2018-09-01
165;33;1;4;59277;5;2022-11-19
531;37;1;5;60200;6;2022-07-11
922;17;1;5;93027;2;2021-12-10
805;11;1;5;70874;3;2020-10-01
185;15;1;5;80234;2;2018-11-11
520;33;1;1;10589;8;2020-05-18
359;28;0;1;91407;7;2021-04-13
841;37;1;3;81837;2;2018-07-18
836;22;1;4;75801;9;2018-04-12
182;5;1;5;94506;10;2022-11-12
590;13;0;5;57520;9;2022-06-20
931;42;0;4;80200;10;2019-10-20
410;25;1;1;71056;5;2019-09-12
904;46;0;2;95020;3;2019-05-08
903;23;0;5;293;4;2021-07-30
151;38;0;3;33220;6;2022-12-27
531;47;1;0;65885;6;2020-06-26
673;9;1;3;16275;8;2018-10-09
504;39;1;1;56905;4;2018-02-03
662;50;0;0;37116;5;2018-05-03
995;19;1;4;63417;4;2022-09-17
503;22;0;5;23740;9;2020-07-15
873;14;0;0;85372;2;2020-11-28
160;6;1;4;64356;8;2021-10-19
279;49;0;4;95120;7;2021-12-17
320;24;0;0;3355;9;2020-04-11
275;39;0;2;9675;9;2021-09-11
413;18;1;2;83871;3;2019-08-23
938;31;0;1;85873;4;2020-03-07
176;14;0;2;56664;7;2021-12-04
939;17;0;3;50649;2;2018-11-26
709;49;1;5;20965;4;2021-12-26
263;30;1;0;65230;8;2021-12-29
577;36;1;5;80984;2;2022-07-10
69;8;0;0;61898;2;2021-08-15
675;6;0;3;99715;3;2022-08-21
